O*NET-SOC Code,Title,Description,Task ID,Task,Task Type,Incumbents Responding,importance,relevance,frequency_weighted_mean,frequency_response_mass,task_intensity,n_dwa_links,dwa_element_ids,Date,Domain Source
49-9031.00,Home Appliance Repairers,"Repair, adjust, or install all types of electric or gas household appliances, such as refrigerators, washers, dryers, and ovens.",13816,"Take measurements to determine if appliances will fit in installation locations, performing minor carpentry work when necessary to ensure proper installation.",Supplemental,64.0,3.63,65.52,3.1665000000000005,100.0,2.378376,1,4.A.1.b.3.a.6,08/2018,Incumbent
49-9031.00,Home Appliance Repairers,"Repair, adjust, or install all types of electric or gas household appliances, such as refrigerators, washers, dryers, and ovens.",13815,"Measure, cut, and thread pipe, and connect it to feeder lines and equipment or appliances, using rules and hand tools.",Supplemental,63.0,3.37,40.43,2.7369000000000003,100.0,1.362491,2,4.A.3.a.2.aq.2; 4.A.3.a.2.l.3,08/2018,Incumbent
49-9031.00,Home Appliance Repairers,"Repair, adjust, or install all types of electric or gas household appliances, such as refrigerators, washers, dryers, and ovens.",13803,Assemble new or reconditioned appliances.,Supplemental,64.0,3.22,50.74,3.1741825817418254,100.01,1.633828,1,4.A.3.a.2.d.12,08/2018,Incumbent
49-9041.00,Industrial Machinery Mechanics,"Repair, install, adjust, or maintain industrial production and processing machinery or refinery and pipeline distribution systems. May also install, dismantle, or move machinery and heavy equipment according to plans.",11815,Repair or maintain the operating condition of industrial production or processing machinery or equipment.,Core,65.0,4.29,95.3,5.011898810118988,100.01,4.08837,1,4.A.3.b.5.a.16,08/2021,Incumbent
49-9041.00,Industrial Machinery Mechanics,"Repair, install, adjust, or maintain industrial production and processing machinery or refinery and pipeline distribution systems. May also install, dismantle, or move machinery and heavy equipment according to plans.",11814,Repair or replace broken or malfunctioning components of machinery or equipment.,Core,66.0,4.24,97.48,4.507650765076508,99.99,4.133152000000001,2,4.A.3.b.4.c.3; 4.A.3.b.4.c.5,08/2021,Incumbent
49-9041.00,Industrial Machinery Mechanics,"Repair, install, adjust, or maintain industrial production and processing machinery or refinery and pipeline distribution systems. May also install, dismantle, or move machinery and heavy equipment according to plans.",11820,"Clean, lubricate, or adjust parts, equipment, or machinery.",Core,65.0,4.17,95.89,4.8662,100.0,3.9986129999999998,3,4.A.3.a.1.c.16; 4.A.3.a.2.i.5; 4.A.3.b.5.a.7,08/2021,Incumbent
49-9041.00,Industrial Machinery Mechanics,"Repair, install, adjust, or maintain industrial production and processing machinery or refinery and pipeline distribution systems. May also install, dismantle, or move machinery and heavy equipment according to plans.",11813,Disassemble machinery or equipment to remove parts and make repairs.,Core,66.0,4.14,95.44,4.533646635336466,100.01000000000002,3.9512159999999996,1,4.A.3.a.2.s.2,08/2021,Incumbent
49-9041.00,Industrial Machinery Mechanics,"Repair, install, adjust, or maintain industrial production and processing machinery or refinery and pipeline distribution systems. May also install, dismantle, or move machinery and heavy equipment according to plans.",11817,"Reassemble equipment after completion of inspections, testing, or repairs.",Core,65.0,4.11,94.39,4.427257274272573,100.00999999999999,3.879429,1,4.A.3.a.2.d.3,08/2021,Incumbent
49-9041.00,Industrial Machinery Mechanics,"Repair, install, adjust, or maintain industrial production and processing machinery or refinery and pipeline distribution systems. May also install, dismantle, or move machinery and heavy equipment according to plans.",11816,"Examine parts for defects, such as breakage or excessive wear.",Core,66.0,4.1,97.57,4.585841415858414,100.01,4.000369999999999,1,4.A.1.b.2.g.20,08/2021,Incumbent
49-9041.00,Industrial Machinery Mechanics,"Repair, install, adjust, or maintain industrial production and processing machinery or refinery and pipeline distribution systems. May also install, dismantle, or move machinery and heavy equipment according to plans.",11822,Record repairs and maintenance performed.,Core,66.0,4.05,86.57,4.7391,100.0,3.5060849999999992,1,4.A.3.b.6.h.24,08/2021,Incumbent
49-9041.00,Industrial Machinery Mechanics,"Repair, install, adjust, or maintain industrial production and processing machinery or refinery and pipeline distribution systems. May also install, dismantle, or move machinery and heavy equipment according to plans.",11819,Operate newly repaired machinery or equipment to verify the adequacy of repairs.,Core,66.0,4.05,88.53,4.0406,100.0,3.5854649999999997,1,4.A.1.b.2.l.5,08/2021,Incumbent
49-9041.00,Industrial Machinery Mechanics,"Repair, install, adjust, or maintain industrial production and processing machinery or refinery and pipeline distribution systems. May also install, dismantle, or move machinery and heavy equipment according to plans.",11824,"Record parts or materials used and order or requisition new parts or materials, as necessary.",Core,65.0,4.02,85.45,4.477552244775523,100.01,3.4350899999999998,2,4.A.3.b.6.h.13; 4.A.4.c.3.e.1,08/2021,Incumbent
49-9041.00,Industrial Machinery Mechanics,"Repair, install, adjust, or maintain industrial production and processing machinery or refinery and pipeline distribution systems. May also install, dismantle, or move machinery and heavy equipment according to plans.",11818,"Observe and test the operation of machinery or equipment to diagnose malfunctions, using voltmeters or other testing devices.",Core,66.0,3.91,78.78,4.4588,100.0,3.0802980000000004,2,4.A.1.a.2.a.6; 4.A.1.b.2.l.5,08/2021,Incumbent
49-9041.00,Industrial Machinery Mechanics,"Repair, install, adjust, or maintain industrial production and processing machinery or refinery and pipeline distribution systems. May also install, dismantle, or move machinery and heavy equipment according to plans.",11821,"Analyze test results, machine error messages, or information obtained from operators to diagnose equipment problems.",Core,65.0,3.81,89.99,4.74977497749775,99.99000000000001,3.428619,1,4.A.2.a.4.l.5,08/2021,Incumbent
49-9041.00,Industrial Machinery Mechanics,"Repair, install, adjust, or maintain industrial production and processing machinery or refinery and pipeline distribution systems. May also install, dismantle, or move machinery and heavy equipment according to plans.",11823,Study blueprints or manufacturers' manuals to determine correct installation or operation of machinery.,Core,65.0,3.8,90.61,3.7577,100.0,3.44318,1,4.A.1.a.1.b.14,08/2021,Incumbent
49-9041.00,Industrial Machinery Mechanics,"Repair, install, adjust, or maintain industrial production and processing machinery or refinery and pipeline distribution systems. May also install, dismantle, or move machinery and heavy equipment according to plans.",11825,"Cut and weld metal to repair broken metal parts, fabricate new parts, or assemble new equipment.",Core,66.0,3.78,77.12,3.7497000000000003,100.0,2.915136,2,4.A.3.a.2.ai.5; 4.A.3.a.2.l.3,08/2021,Incumbent
49-9041.00,Industrial Machinery Mechanics,"Repair, install, adjust, or maintain industrial production and processing machinery or refinery and pipeline distribution systems. May also install, dismantle, or move machinery and heavy equipment according to plans.",11827,Enter codes and instructions to program computer-controlled machinery.,Core,66.0,3.7,74.39,3.9695,100.0,2.75243,1,4.A.3.b.1.f.10,08/2021,Incumbent
49-9041.00,Industrial Machinery Mechanics,"Repair, install, adjust, or maintain industrial production and processing machinery or refinery and pipeline distribution systems. May also install, dismantle, or move machinery and heavy equipment according to plans.",11826,Demonstrate equipment functions and features to machine operators.,Core,65.0,3.66,86.15,3.6218378162183784,100.00999999999999,3.15309,1,4.A.4.b.3.d.3,08/2021,Incumbent
49-9041.00,Industrial Machinery Mechanics,"Repair, install, adjust, or maintain industrial production and processing machinery or refinery and pipeline distribution systems. May also install, dismantle, or move machinery and heavy equipment according to plans.",23935,Assign schedules to work crews.,Supplemental,65.0,3.06,28.92,3.7323000000000004,100.0,0.8849520000000001,2,4.A.4.b.1.f.1; 4.A.4.b.1.f.6,08/2021,Incumbent
49-9043.00,"Maintenance Workers, Machinery","Lubricate machinery, change parts, or perform other routine machinery maintenance.",11833,"Dismantle machines and remove parts for repair, using hand tools, chain falls, jacks, cranes, or hoists.",Core,61.0,4.14,95.88,4.950799999999999,100.0,3.9694319999999994,1,4.A.3.a.2.s.2,08/2024,Incumbent
49-9043.00,"Maintenance Workers, Machinery","Lubricate machinery, change parts, or perform other routine machinery maintenance.",11828,Reassemble machines after the completion of repair or maintenance work.,Core,61.0,4.12,98.18,4.4757475747574755,99.99000000000001,4.045016,1,4.A.3.a.2.d.3,08/2024,Incumbent
49-9043.00,"Maintenance Workers, Machinery","Lubricate machinery, change parts, or perform other routine machinery maintenance.",11834,"Record production, repair, and machine maintenance information.",Core,60.0,4.1,98.99,4.6583000000000006,100.0,4.058589999999999,1,4.A.3.b.6.h.24,08/2024,Incumbent
49-9043.00,"Maintenance Workers, Machinery","Lubricate machinery, change parts, or perform other routine machinery maintenance.",11831,"Lubricate or apply adhesives or other materials to machines, machine parts, or other equipment according to specified procedures.",Core,61.0,4.04,97.93,4.4269,100.0,3.956372,1,4.A.3.b.5.a.7,08/2024,Incumbent
49-9043.00,"Maintenance Workers, Machinery","Lubricate machinery, change parts, or perform other routine machinery maintenance.",11832,"Install, replace, or change machine parts and attachments, according to production specifications.",Core,60.0,4.03,98.17,4.9692,100.0,3.9562510000000004,1,4.A.3.a.2.d.8,08/2024,Incumbent
49-9043.00,"Maintenance Workers, Machinery","Lubricate machinery, change parts, or perform other routine machinery maintenance.",11836,"Set up and operate machines, and adjust controls to regulate operations.",Core,60.0,4.03,89.6,4.838016198380162,100.00999999999999,3.6108800000000003,1,4.A.3.a.2.i.5,08/2024,Incumbent
49-9043.00,"Maintenance Workers, Machinery","Lubricate machinery, change parts, or perform other routine machinery maintenance.",11837,"Collaborate with other workers to repair or move machines, machine parts, or equipment.",Core,61.0,4.01,95.71,4.7375,100.0,3.8379709999999996,1,4.A.4.b.1.a.6,08/2024,Incumbent
49-9043.00,"Maintenance Workers, Machinery","Lubricate machinery, change parts, or perform other routine machinery maintenance.",11835,Read work orders and specifications to determine machines and equipment requiring repair or maintenance.,Core,61.0,4.0,88.93,4.7492,100.0,3.5572000000000004,1,4.A.1.a.1.b.13,08/2024,Incumbent
49-9043.00,"Maintenance Workers, Machinery","Lubricate machinery, change parts, or perform other routine machinery maintenance.",11830,"Inspect or test damaged machine parts, and mark defective areas or advise supervisors of repair needs.",Core,61.0,3.98,98.85,4.573042695730426,100.01,3.93423,3,4.A.1.b.2.g.20; 4.A.1.b.2.l.5; 4.A.4.a.2.c.12,08/2024,Incumbent
49-9043.00,"Maintenance Workers, Machinery","Lubricate machinery, change parts, or perform other routine machinery maintenance.",11829,Start machines and observe mechanical operation to determine efficiency and to detect problems.,Core,60.0,3.93,98.84,5.157100000000001,100.0,3.884412,1,4.A.1.a.2.a.6,08/2024,Incumbent
49-9043.00,"Maintenance Workers, Machinery","Lubricate machinery, change parts, or perform other routine machinery maintenance.",11839,"Transport machine parts, tools, equipment, and other material between work areas and storage, using cranes, hoists, or dollies.",Core,60.0,3.84,94.62,4.387,100.0,3.633408,1,4.A.3.a.3.h.3,08/2024,Incumbent
49-9043.00,"Maintenance Workers, Machinery","Lubricate machinery, change parts, or perform other routine machinery maintenance.",11840,Collect and discard worn machine parts and other refuse to maintain machinery and work areas.,Core,61.0,3.83,98.85,4.457354264573541,100.01000000000002,3.7859549999999995,1,4.A.3.a.1.c.5,08/2024,Incumbent
49-9043.00,"Maintenance Workers, Machinery","Lubricate machinery, change parts, or perform other routine machinery maintenance.",11838,"Inventory and requisition machine parts, equipment, and other supplies so that stock can be maintained and replenished.",Core,60.0,3.8,91.58,4.2314,100.0,3.48004,2,4.A.4.c.3.a.5; 4.A.4.c.3.e.1,08/2024,Incumbent
49-9043.00,"Maintenance Workers, Machinery","Lubricate machinery, change parts, or perform other routine machinery maintenance.",11843,"Remove hardened material from machines or machine parts, using abrasives, power and hand tools, jackhammers, sledgehammers, or other equipment.",Core,60.0,3.78,85.09,3.7567243275672424,100.01,3.216402,1,4.A.3.a.1.c.16,08/2024,Incumbent
49-9043.00,"Maintenance Workers, Machinery","Lubricate machinery, change parts, or perform other routine machinery maintenance.",11845,"Replace, empty, or replenish machine and equipment containers such as gas tanks or boxes.",Core,59.0,3.65,86.19,4.161983801619838,100.00999999999999,3.145935,1,4.A.3.a.2.v.9,08/2024,Incumbent
49-9043.00,"Maintenance Workers, Machinery","Lubricate machinery, change parts, or perform other routine machinery maintenance.",11841,"Clean machines and machine parts, using cleaning solvents, cloths, air guns, hoses, vacuums, or other equipment.",Core,60.0,3.63,94.35,4.3985,100.0,3.424905,1,4.A.3.a.1.c.16,08/2024,Incumbent
49-9043.00,"Maintenance Workers, Machinery","Lubricate machinery, change parts, or perform other routine machinery maintenance.",11842,"Replace or repair metal, wood, leather, glass, or other lining in machines, or in equipment compartments or containers.",Core,60.0,3.48,83.85,3.0425,100.0,2.91798,2,4.A.3.b.4.c.3; 4.A.3.b.4.c.5,08/2024,Incumbent
49-9043.00,"Maintenance Workers, Machinery","Lubricate machinery, change parts, or perform other routine machinery maintenance.",11844,"Measure, mix, prepare, and test chemical solutions used to clean or repair machinery and equipment.",Supplemental,59.0,3.38,59.23,3.3913391339133914,99.99,2.0019739999999997,2,4.A.1.b.2.c.6; 4.A.3.a.1.a.1,08/2024,Incumbent
49-9044.00,Millwrights,"Install, dismantle, or move machinery and heavy equipment according to layout plans, blueprints, or other drawings.",3041,"Replace defective parts of machine, or adjust clearances and alignment of moving parts.",Core,22.0,4.81,100.0,5.136299999999999,100.00000000000001,4.81,2,4.A.3.a.2.i.5; 4.A.3.b.4.c.3,08/2024,Occupational Expert
49-9044.00,Millwrights,"Install, dismantle, or move machinery and heavy equipment according to layout plans, blueprints, or other drawings.",21083,"Align machines or equipment, using hoists, jacks, hand tools, squares, rules, micrometers, lasers, or plumb bobs.",Core,22.0,4.73,100.0,4.409259074092591,100.00999999999999,4.73,1,4.A.3.a.2.ao.1,08/2024,Occupational Expert
49-9044.00,Millwrights,"Install, dismantle, or move machinery and heavy equipment according to layout plans, blueprints, or other drawings.",3048,"Insert shims, adjust tension on nuts and bolts, or position parts, using hand tools and measuring instruments, to set specified clearances between moving and stationary parts.",Core,22.0,4.68,100.0,5.000100000000001,100.0,4.68,2,4.A.3.a.2.i.11; 4.A.3.a.2.v.6,08/2024,Occupational Expert
49-9044.00,Millwrights,"Install, dismantle, or move machinery and heavy equipment according to layout plans, blueprints, or other drawings.",3047,"Signal crane operator to lower basic assembly units to bedplate, and align unit to centerline.",Core,22.0,4.64,100.0,4.7725,100.0,4.64,2,4.A.3.a.2.ao.1; 4.A.4.a.2.c.12,08/2024,Occupational Expert
49-9044.00,Millwrights,"Install, dismantle, or move machinery and heavy equipment according to layout plans, blueprints, or other drawings.",18785,"Conduct preventative maintenance and repair, and lubricate machines and equipment.",Core,22.0,4.59,100.0,4.727227277272273,100.01,4.59,2,4.A.3.b.5.a.16; 4.A.3.b.5.a.7,08/2024,Occupational Expert
49-9044.00,Millwrights,"Install, dismantle, or move machinery and heavy equipment according to layout plans, blueprints, or other drawings.",3045,"Assemble and install equipment, using hand tools and power tools.",Core,22.0,4.55,100.0,5.090881823635273,100.02,4.55,1,4.A.3.a.2.d.12,08/2024,Occupational Expert
49-9044.00,Millwrights,"Install, dismantle, or move machinery and heavy equipment according to layout plans, blueprints, or other drawings.",3051,"Assemble machines, and bolt, weld, rivet, or otherwise fasten them to foundation or other structures, using hand tools and power tools.",Core,22.0,4.45,100.0,5.045395460453954,100.01,4.45,3,4.A.3.a.2.ai.5; 4.A.3.a.2.d.12; 4.A.3.a.2.d.9,08/2024,Occupational Expert
49-9044.00,Millwrights,"Install, dismantle, or move machinery and heavy equipment according to layout plans, blueprints, or other drawings.",3049,"Move machinery and equipment, using hoists, dollies, rollers, and trucks.",Core,22.0,4.41,100.0,4.5453,100.0,4.41,2,4.A.3.a.1.j.4; 4.A.3.a.3.h.3,08/2024,Occupational Expert
49-9044.00,Millwrights,"Install, dismantle, or move machinery and heavy equipment according to layout plans, blueprints, or other drawings.",3054,"Level bedplate and establish centerline, using straightedge, levels, and transit.",Core,22.0,4.32,100.0,3.5911,100.0,4.32,1,4.A.3.a.2.v.8,08/2024,Occupational Expert
49-9044.00,Millwrights,"Install, dismantle, or move machinery and heavy equipment according to layout plans, blueprints, or other drawings.",3055,"Dismantle machines, using hammers, wrenches, crowbars, and other hand tools.",Core,22.0,4.29,95.45,4.809480948094809,99.99000000000001,4.094805,1,4.A.3.a.2.s.7,08/2024,Occupational Expert
49-9044.00,Millwrights,"Install, dismantle, or move machinery and heavy equipment according to layout plans, blueprints, or other drawings.",3053,"Bolt parts, such as side and deck plates, jaw plates, and journals, to basic assembly unit.",Core,22.0,4.14,100.0,4.454509098180364,100.02000000000001,4.14,1,4.A.3.a.2.d.9,08/2024,Occupational Expert
49-9044.00,Millwrights,"Install, dismantle, or move machinery and heavy equipment according to layout plans, blueprints, or other drawings.",3052,"Lay out mounting holes, using measuring instruments, and drill holes with power drill.",Core,22.0,4.1,100.0,4.090990900909909,100.01,4.1,2,4.A.3.a.2.ad.3; 4.A.3.a.2.ao.6,08/2024,Occupational Expert
49-9044.00,Millwrights,"Install, dismantle, or move machinery and heavy equipment according to layout plans, blueprints, or other drawings.",3050,"Attach moving parts and subassemblies to basic assembly unit, using hand tools and power tools.",Core,22.0,4.09,100.0,4.454654534546546,100.00999999999999,4.09,1,4.A.3.a.2.d.12,08/2024,Occupational Expert
49-9044.00,Millwrights,"Install, dismantle, or move machinery and heavy equipment according to layout plans, blueprints, or other drawings.",18786,"Weld, repair, and fabricate equipment or machinery.",Core,22.0,4.05,90.91,4.4,100.0,3.681855,3,4.A.3.a.2.aa.2; 4.A.3.a.2.ai.5; 4.A.3.b.4.c.5,08/2024,Occupational Expert
49-9044.00,Millwrights,"Install, dismantle, or move machinery and heavy equipment according to layout plans, blueprints, or other drawings.",3056,"Shrink-fit bushings, sleeves, rings, liners, gears, and wheels to specified items, using portable gas heating equipment.",Core,22.0,4.05,100.0,3.500299940011998,100.02,4.05,1,4.A.3.a.3.f.7,08/2024,Occupational Expert
49-9044.00,Millwrights,"Install, dismantle, or move machinery and heavy equipment according to layout plans, blueprints, or other drawings.",18788,"Troubleshoot equipment, electrical components, hydraulics, or other mechanical systems.",Core,22.0,4.0,100.0,4.045595440455955,100.01,4.0,1,4.A.2.b.1.b.2,08/2024,Occupational Expert
49-9044.00,Millwrights,"Install, dismantle, or move machinery and heavy equipment according to layout plans, blueprints, or other drawings.",3057,"Dismantle machinery and equipment for shipment to installation site, performing installation and maintenance work as part of team.",Core,22.0,3.9,95.45,3.9521999999999995,100.0,3.72255,1,4.A.3.a.2.s.7,08/2024,Occupational Expert
49-9044.00,Millwrights,"Install, dismantle, or move machinery and heavy equipment according to layout plans, blueprints, or other drawings.",3043,"Connect power unit to machines or steam piping to equipment, and test unit to evaluate its mechanical operation.",Core,22.0,3.89,86.36,3.473452654734526,100.01,3.359404,1,4.A.1.b.2.l.5,08/2024,Occupational Expert
49-9044.00,Millwrights,"Install, dismantle, or move machinery and heavy equipment according to layout plans, blueprints, or other drawings.",3046,"Position steel beams to support bedplates of machines and equipment, using blueprints and schematic drawings to determine work procedures.",Core,22.0,3.86,95.45,3.5714571457145707,99.99000000000001,3.68437,1,4.A.3.a.2.v.6,08/2024,Occupational Expert
49-9044.00,Millwrights,"Install, dismantle, or move machinery and heavy equipment according to layout plans, blueprints, or other drawings.",18787,"Fabricate and dismantle parts, equipment, and machines, using a cutting torch or other cutting equipment.",Core,22.0,3.77,100.0,3.8637136286371363,100.01,3.77,1,4.A.3.a.2.aa.2,08/2024,Occupational Expert
49-9044.00,Millwrights,"Install, dismantle, or move machinery and heavy equipment according to layout plans, blueprints, or other drawings.",3058,"Construct foundation for machines, using hand tools and building materials such as wood, cement, and steel.",Core,22.0,3.58,86.36,3.444655534446556,100.01,3.0916879999999995,1,4.A.3.a.2.aa.2,08/2024,Occupational Expert
49-9044.00,Millwrights,"Install, dismantle, or move machinery and heavy equipment according to layout plans, blueprints, or other drawings.",3060,"Operate engine lathe to grind, file, and turn machine parts to dimensional specifications.",Core,22.0,3.53,77.27,3.1177117711771185,99.98999999999998,2.7276309999999997,1,4.A.3.a.2.o.1,08/2024,Occupational Expert
49-9044.00,Millwrights,"Install, dismantle, or move machinery and heavy equipment according to layout plans, blueprints, or other drawings.",3059,"Install robot and modify its program, using teach pendant.",Supplemental,22.0,3.77,63.64,3.142814281428143,99.99,2.399228,1,4.A.3.b.1.c.3,08/2024,Occupational Expert
49-9045.00,"Refractory Materials Repairers, Except Brickmasons","Build or repair equipment such as furnaces, kilns, cupolas, boilers, converters, ladles, soaking pits, and ovens, using refractory materials.",13819,"Reline or repair ladles and pouring spouts with refractory clay, using trowels.",Core,90.0,4.2,89.21,4.4261,99.99999999999999,3.74682,1,4.A.3.b.4.c.5,06/2007,Incumbent
49-9045.00,"Refractory Materials Repairers, Except Brickmasons","Build or repair equipment such as furnaces, kilns, cupolas, boilers, converters, ladles, soaking pits, and ovens, using refractory materials.",13820,"Chip slag from linings of ladles or remove linings when beyond repair, using hammers and chisels.",Core,91.0,3.74,86.28,4.412758724127587,100.00999999999999,3.226872,1,4.A.3.a.1.c.16,06/2007,Incumbent
49-9045.00,"Refractory Materials Repairers, Except Brickmasons","Build or repair equipment such as furnaces, kilns, cupolas, boilers, converters, ladles, soaking pits, and ovens, using refractory materials.",13821,"Mix specified amounts of sand, clay, mortar powder, and water to form refractory clay or mortar, using shovels or mixing machines.",Core,91.0,3.64,93.57,4.051205120512051,99.99,3.4059479999999995,1,4.A.3.a.1.a.1,06/2007,Incumbent
49-9045.00,"Refractory Materials Repairers, Except Brickmasons","Build or repair equipment such as furnaces, kilns, cupolas, boilers, converters, ladles, soaking pits, and ovens, using refractory materials.",13822,"Measure furnace walls to determine dimensions and cut required number of sheets from plastic block, using saws.",Supplemental,90.0,4.31,48.96,3.765476547654765,99.99000000000001,2.110176,2,4.A.1.b.3.a.6; 4.A.3.a.2.l.3,06/2007,Incumbent
49-9045.00,"Refractory Materials Repairers, Except Brickmasons","Build or repair equipment such as furnaces, kilns, cupolas, boilers, converters, ladles, soaking pits, and ovens, using refractory materials.",13824,"Dry and bake new linings by placing inverted linings over burners, building fires in ladles, or by using blowtorches.",Supplemental,89.0,3.96,65.69,4.186,100.0,2.6013239999999995,1,4.A.3.a.2.aa.2,06/2007,Incumbent
49-9045.00,"Refractory Materials Repairers, Except Brickmasons","Build or repair equipment such as furnaces, kilns, cupolas, boilers, converters, ladles, soaking pits, and ovens, using refractory materials.",13825,"Remove worn or damaged plastic block refractory linings of furnaces, using hand tools.",Supplemental,91.0,3.86,58.2,3.6788678867886793,99.99,2.2465200000000003,1,4.A.3.b.4.a.4,06/2007,Incumbent
49-9045.00,"Refractory Materials Repairers, Except Brickmasons","Build or repair equipment such as furnaces, kilns, cupolas, boilers, converters, ladles, soaking pits, and ovens, using refractory materials.",13827,"Climb scaffolding, carrying hoses, and spray surfaces of cupolas with refractory mixtures, using spray equipment.",Supplemental,91.0,3.67,50.33,4.851514848515148,100.01,1.847111,1,4.A.3.a.1.n.2,06/2007,Incumbent
49-9045.00,"Refractory Materials Repairers, Except Brickmasons","Build or repair equipment such as furnaces, kilns, cupolas, boilers, converters, ladles, soaking pits, and ovens, using refractory materials.",13829,"Spread mortar on stopper heads and rods, using trowels, and slide brick sleeves over rods to form refractory jackets.",Supplemental,88.0,3.55,28.38,4.7754,99.99999999999999,1.00749,1,4.A.3.a.2.am.2,06/2007,Incumbent
49-9045.00,"Refractory Materials Repairers, Except Brickmasons","Build or repair equipment such as furnaces, kilns, cupolas, boilers, converters, ladles, soaking pits, and ovens, using refractory materials.",13830,"Dump and tamp clay in molds, using tamping tools.",Supplemental,88.0,3.32,35.84,3.3209,100.0,1.189888,1,4.A.3.a.1.f.4,06/2007,Incumbent
49-9045.00,"Refractory Materials Repairers, Except Brickmasons","Build or repair equipment such as furnaces, kilns, cupolas, boilers, converters, ladles, soaking pits, and ovens, using refractory materials.",13832,"Transfer clay structures to curing ovens, melting tanks, and drawing kilns, using forklifts.",Supplemental,87.0,3.21,31.41,3.5524,100.0,1.008261,1,4.A.3.a.1.j.6,06/2007,Incumbent
49-9051.00,Electrical Power-Line Installers and Repairers,Install or repair cables or wires used in electrical power or distribution systems. May erect poles and light or heavy duty transmission towers.,8412,"Adhere to safety practices and procedures, such as checking equipment regularly and erecting barriers around work areas.",Core,71.0,4.77,100.0,6.0341000000000005,100.0,4.77,1,4.A.1.a.2.g.9,08/2021,Incumbent
49-9051.00,Electrical Power-Line Installers and Repairers,Install or repair cables or wires used in electrical power or distribution systems. May erect poles and light or heavy duty transmission towers.,8418,Drive vehicles equipped with tools and materials to job sites.,Core,71.0,4.75,100.0,6.088600000000001,100.0,4.75,1,4.A.3.a.4.a.12,08/2021,Incumbent
49-9051.00,Electrical Power-Line Installers and Repairers,Install or repair cables or wires used in electrical power or distribution systems. May erect poles and light or heavy duty transmission towers.,8413,Open switches or attach grounding devices to remove electrical hazards from disturbed or fallen lines or to facilitate repairs.,Core,71.0,4.7,100.0,4.6057,100.0,4.7,1,4.A.3.a.2.i.16,08/2021,Incumbent
49-9051.00,Electrical Power-Line Installers and Repairers,Install or repair cables or wires used in electrical power or distribution systems. May erect poles and light or heavy duty transmission towers.,8414,Climb poles or use truck-mounted buckets to access equipment.,Core,69.0,4.55,99.73,5.6837,100.0,4.537715,1,4.A.3.a.1.n.2,08/2021,Incumbent
49-9051.00,Electrical Power-Line Installers and Repairers,Install or repair cables or wires used in electrical power or distribution systems. May erect poles and light or heavy duty transmission towers.,8416,"Install, maintain, and repair electrical distribution and transmission systems, including conduits, cables, wires, and related equipment, such as transformers, circuit breakers, and switches.",Core,69.0,4.51,100.0,5.0676000000000005,99.99999999999999,4.51,2,4.A.3.a.2.d.14; 4.A.3.b.5.b.1,08/2021,Incumbent
49-9051.00,Electrical Power-Line Installers and Repairers,Install or repair cables or wires used in electrical power or distribution systems. May erect poles and light or heavy duty transmission towers.,8420,"Inspect and test power lines and auxiliary equipment to locate and identify problems, using reading and testing instruments.",Core,71.0,4.5,97.83,5.024302430243025,99.99000000000001,4.40235,2,4.A.1.b.2.g.8; 4.A.1.b.2.l.3,08/2021,Incumbent
49-9051.00,Electrical Power-Line Installers and Repairers,Install or repair cables or wires used in electrical power or distribution systems. May erect poles and light or heavy duty transmission towers.,8419,Coordinate work assignment preparation and completion with other workers.,Core,71.0,4.46,100.0,5.356464353564644,100.00999999999999,4.46,1,4.A.4.a.2.c.15,08/2021,Incumbent
49-9051.00,Electrical Power-Line Installers and Repairers,Install or repair cables or wires used in electrical power or distribution systems. May erect poles and light or heavy duty transmission towers.,8423,Replace or straighten damaged poles.,Core,69.0,4.44,100.0,4.1851,100.0,4.44,1,4.A.3.a.2.ao.1,08/2021,Incumbent
49-9051.00,Electrical Power-Line Installers and Repairers,Install or repair cables or wires used in electrical power or distribution systems. May erect poles and light or heavy duty transmission towers.,8421,"String wire conductors and cables between poles, towers, trenches, pylons, and buildings, setting lines in place and using winches to adjust tension.",Core,70.0,4.43,99.73,4.4722,100.0,4.418039,1,4.A.3.a.2.ah.6,08/2021,Incumbent
49-9051.00,Electrical Power-Line Installers and Repairers,Install or repair cables or wires used in electrical power or distribution systems. May erect poles and light or heavy duty transmission towers.,8425,"Attach cross-arms, insulators, and auxiliary equipment to poles prior to installing them.",Core,69.0,4.37,99.24,4.7235999999999985,100.00000000000001,4.336787999999999,1,4.A.3.a.2.d.12,08/2021,Incumbent
49-9051.00,Electrical Power-Line Installers and Repairers,Install or repair cables or wires used in electrical power or distribution systems. May erect poles and light or heavy duty transmission towers.,8427,"Dig holes, using augers, and set poles, using cranes and power equipment.",Core,69.0,4.35,99.73,4.9996,100.00000000000001,4.338255,2,4.A.3.a.1.g.1; 4.A.3.a.3.h.3,08/2021,Incumbent
49-9051.00,Electrical Power-Line Installers and Repairers,Install or repair cables or wires used in electrical power or distribution systems. May erect poles and light or heavy duty transmission towers.,8426,"Travel in trucks, helicopters, and airplanes to inspect lines for freedom from obstruction and adequacy of insulation.",Core,71.0,4.29,97.24,4.420299999999999,100.0,4.171595999999999,1,4.A.3.a.4.a.5,08/2021,Incumbent
