O*NET-SOC Code,Title,Description,ai_exposure_score,workforce_strategy_category,digital_intensity,cognitive_complexity,human_interaction,physical_work
47-2073.00,Operating Engineers and Other Construction Equipment Operators,"Operate one or several types of power construction equipment, such as motor graders, bulldozers, scrapers, compressors, pumps, derricks, shovels, tractors, or front-end loaders to excavate, move, and grade earth, erect structures, or pour concrete or other hard surface pavement. May repair and maintain equipment in addition to other duties.",0.4217818471869786,Physical / Field Protected,0.48389908932665665,0.4163732563812341,0.4685754971876956,0.7445694597722807
47-2081.00,Drywall and Ceiling Tile Installers,"Apply plasterboard or other wallboard to ceilings or interior walls of buildings. Apply or mount acoustical tiles or blocks, strips, or sheets of shock-absorbing materials to ceilings and walls of buildings to reduce or reflect sound. Materials may be of decorative quality. Includes lathers who fasten wooden, metal, or rockboard lath to walls, ceilings, or partitions of buildings to provide support base for plaster, fireproofing, or acoustical material.",0.37581640428823476,Mixed / Transitional,0.18268068648779304,0.3240775813881121,0.32247127848534146,0.6810213722376248
47-2082.00,Tapers,Seal joints between plasterboard or other wallboard to prepare wall surface for painting or papering.,0.36176325081213734,Mixed / Transitional,0.08150397695497265,0.24249206820093044,0.3094482234637048,0.5674948184436489
47-2111.00,Electricians,"Install, maintain, and repair electrical wiring, equipment, and fixtures. Ensure that work is in accordance with relevant codes. May install or service street lights, intercom systems, or electrical control systems.",0.41142773629843066,Physical / Field Protected,0.5024894407947902,0.6131090575545175,0.5727010709612969,0.8971864821942882
47-2121.00,Glaziers,"Install glass in windows, skylights, store fronts, and display cases, or on surfaces, such as building fronts, interior walls, ceilings, and tabletops.",0.3772489070874965,Physical / Field Protected,0.4053243710604117,0.37974362962558883,0.4821637292308492,0.7939086431051653
47-2131.00,"Insulation Workers, Floor, Ceiling, and Wall","Line and cover structures with insulating materials. May work with batt, roll, or blown insulation materials.",0.33620916471500895,Physical / Field Protected,0.2338368711855631,0.31748058478239144,0.4098602485358751,0.7966205485720438
47-2132.00,"Insulation Workers, Mechanical","Apply insulating materials to pipes or ductwork, or other mechanical systems in order to help control and maintain temperature.",0.3445247502628437,Physical / Field Protected,0.31923234256307276,0.3907442480547788,0.4446639210245802,0.8872136685418965
47-2141.00,"Painters, Construction and Maintenance","Paint walls, equipment, buildings, bridges, and other structural surfaces, using brushes, rollers, and spray guns. May remove old paint to prepare surface prior to painting. May mix colors or oils to obtain desired color or consistency.",0.3837409934070525,Physical / Field Protected,0.39691383717154904,0.38775228763424685,0.4239975940997147,0.8257045570778713
47-2142.00,Paperhangers,"Cover interior walls or ceilings of rooms with decorative wallpaper or fabric, or attach advertising posters on surfaces such as walls and billboards. May remove old materials or prepare surfaces to be papered.",0.3491562014252303,Physical / Field Protected,0.24442682789031867,0.3020503041607901,0.31616346198583695,0.8336888643643507
47-2151.00,Pipelayers,"Lay pipe for storm or sanitation sewers, drains, and water mains. Perform any combination of the following tasks: grade trenches or culverts, position pipe, or seal joints.",0.35772074950087657,Physical / Field Protected,0.2581062371183418,0.2887960639233885,0.4244867736312097,0.6915325294070145
47-2152.00,"Plumbers, Pipefitters, and Steamfitters","Assemble, install, alter, and repair pipelines or pipe systems that carry water, steam, air, or other liquids or gases. May install heating and cooling equipment and mechanical control systems. Includes sprinkler fitters.",0.451113595344493,Physical / Field Protected,0.4428276071188996,0.5199653037045924,0.4073762404088858,0.7509622890366342
47-2152.04,Solar Thermal Installers and Technicians,"Install or repair solar energy systems designed to collect, store, and circulate solar-heated water for residential, commercial or industrial use.",0.4531116165634211,Mixed / Transitional,0.5362527944527165,0.42102714531323276,0.4590107500324125,0.6858227234798524
47-2161.00,Plasterers and Stucco Masons,"Apply interior or exterior plaster, cement, stucco, or similar materials. May also set ornamental plaster.",0.39252437366588294,Physical / Field Protected,0.36314511988077003,0.3687642489160168,0.4070508986548022,0.7547609754784528
47-2171.00,Reinforcing Iron and Rebar Workers,"Position and secure steel bars or mesh in concrete forms in order to reinforce concrete. Use a variety of fasteners, rod-bending machines, blowtorches, and hand tools. Includes rod busters.",0.3617977420472718,Physical / Field Protected,0.2725951973316284,0.3446626154017175,0.32024113325788695,0.8498257112863717
47-2181.00,Roofers,"Cover roofs of structures with shingles, slate, asphalt, aluminum, wood, or related materials. May spray roofs, sidings, and walls with material to bind, seal, insulate, or soundproof sections of structures.",0.3738635767480132,Physical / Field Protected,0.3794123031725531,0.3834269280400117,0.43086639174493957,0.8365185324755725
47-2211.00,Sheet Metal Workers,"Fabricate, assemble, install, and repair sheet metal products and equipment, such as ducts, control boxes, drainpipes, and furnace casings. Work may involve any of the following: setting up and operating fabricating machines to cut, bend, and straighten sheet metal; shaping metal over anvils, blocks, or forms using hammer; operating soldering and welding equipment to join sheet metal parts; or inspecting, assembling, and smoothing seams and joints of burred surfaces. Includes sheet metal duct installers who install prefabricated sheet metal ducts used for heating, air conditioning, or other purposes.",0.4463073654949027,Physical / Field Protected,0.5581489316358508,0.40789335583250275,0.47132317514285704,0.7094896503458856
47-2221.00,Structural Iron and Steel Workers,"Raise, place, and unite iron or steel girders, columns, and other structural members to form completed structures or structural frameworks. May erect metal storage tanks and assemble prefabricated metal buildings.",0.33919095031969304,Physical / Field Protected,0.20184244364252169,0.4260368314045498,0.430444966917878,0.8406705068504212
47-2231.00,Solar Photovoltaic Installers,"Assemble, install, or maintain solar photovoltaic (PV) systems on roofs or other structures in compliance with site assessment and schematics. May include measuring, cutting, assembling, and bolting structural framing and solar modules. May perform minor electrical work such as current checks.",0.4211186971858568,Physical / Field Protected,0.4849736037748533,0.4380702984523509,0.36976679322321865,0.8688023202605581
47-3011.00,"Helpers--Brickmasons, Blockmasons, Stonemasons, and Tile and Marble Setters","Help brickmasons, blockmasons, stonemasons, or tile and marble setters by performing duties requiring less skill. Duties include using, supplying, or holding materials or tools, and cleaning work area and equipment.",0.35471912306407904,Physical / Field Protected,0.2728512214064732,0.36265148367630007,0.3862145146218327,0.8304116982046242
47-3012.00,Helpers--Carpenters,"Help carpenters by performing duties requiring less skill. Duties include using, supplying, or holding materials or tools, and cleaning work area and equipment.",0.35364608668081543,Physical / Field Protected,0.2843640805374503,0.4161381874487181,0.4104872464493083,0.8754306748135985
47-3013.00,Helpers--Electricians,"Help electricians by performing duties requiring less skill. Duties include using, supplying, or holding materials or tools, and cleaning work area and equipment.",0.4162941709725406,Physical / Field Protected,0.6247341425982582,0.4450844504521688,0.5720230025359475,0.8326189066243169
47-3014.00,"Helpers--Painters, Paperhangers, Plasterers, and Stucco Masons","Help painters, paperhangers, plasterers, or stucco masons by performing duties requiring less skill. Duties include using, supplying, or holding materials or tools, and cleaning work area and equipment.",0.324341114507933,Mixed / Transitional,0.13665821358129046,0.2638820195495998,0.4223899281502201,0.6807858469489381
47-3015.00,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters","Help plumbers, pipefitters, steamfitters, or pipelayers by performing duties requiring less skill. Duties include using, supplying, or holding materials or tools, and cleaning work area and equipment.",0.3851321465613598,Physical / Field Protected,0.3334098544953679,0.3414120852368569,0.3612051459015256,0.7730882075852601
47-3016.00,Helpers--Roofers,"Help roofers by performing duties requiring less skill. Duties include using, supplying, or holding materials or tools, and cleaning work area and equipment.",0.4295936103033331,Mixed / Transitional,0.43291740148436747,0.3507590240123671,0.4663073408013963,0.5989946434820058
47-4011.00,Construction and Building Inspectors,"Inspect structures using engineering skills to determine structural soundness and compliance with specifications, building codes, and other regulations. Inspections may be general in nature or may be limited to a specific area, such as electrical systems or plumbing.",0.6017382152268276,Mixed / Transitional,0.733801471208734,0.6328251303645608,0.5234607181363081,0.4362130225296762
47-4011.01,Energy Auditors,"Conduct energy audits of buildings, building systems, or process systems. May also conduct investment grade audits of buildings or systems.",0.5947536804365461,Mixed / Transitional,0.7616383681397348,0.616942560039085,0.46278052098675276,0.536785685445883
47-4021.00,Elevator and Escalator Installers and Repairers,"Assemble, install, repair, or maintain electric or hydraulic freight or passenger elevators, escalators, or dumbwaiters.",0.5321506456889191,Mixed / Transitional,0.6101954793872014,0.5749292320670388,0.3720553579521504,0.6844667707464133
47-4031.00,Fence Erectors,"Erect and repair fences and fence gates, using hand and power tools.",0.377654713790018,Physical / Field Protected,0.36439949481730033,0.31172507674989314,0.44709638691397197,0.7184093294931496
47-4041.00,Hazardous Materials Removal Workers,"Identify, remove, pack, transport, or dispose of hazardous materials, including asbestos, lead-based paint, waste oil, fuel, transmission fluid, radioactive materials, or contaminated soil. Specialized training and certification in hazardous materials handling or a confined entry permit are generally required. May operate earth-moving equipment or trucks.",0.4481110617517884,Physical / Field Protected,0.529767804758043,0.4890129227522115,0.49098951810639574,0.7353469623967053
47-4051.00,Highway Maintenance Workers,"Maintain highways, municipal and rural roads, airport runways, and rights-of-way. Duties include patching broken or eroded pavement and repairing guard rails, highway markers, and snow fences. May also mow or clear brush from along road, or plow snow from roadway.",0.415725771807498,Mixed / Transitional,0.48450267681036907,0.3612712155649076,0.6114931840852863,0.5713776210599983
47-4061.00,Rail-Track Laying and Maintenance Equipment Operators,"Lay, repair, and maintain track for standard or narrow-gauge railroad equipment used in regular railroad service or in plant yards, quarries, sand and gravel pits, and mines. Includes ballast cleaning machine operators and railroad bed tamping machine operators.",0.39283362596994365,Physical / Field Protected,0.47337671439584755,0.4504103626352238,0.48848525060277853,0.8639673225485182
47-4071.00,Septic Tank Servicers and Sewer Pipe Cleaners,"Clean and repair septic tanks, sewer lines, or drains. May patch walls and partitions of tank, replace damaged drain tile, or repair breaks in underground piping.",0.42541963353016937,Physical / Field Protected,0.3718342051024597,0.39802941025427147,0.3358696657694444,0.7323154154666092
47-4091.00,Segmental Pavers,"Lay out, cut, and place segmental paving units. Includes installers of bedding and restraining materials for the paving units.",0.33916447553209245,Physical / Field Protected,0.2815106278597102,0.4657990771255135,0.5462162560344266,0.8444355468224274
47-4099.03,Weatherization Installers and Technicians,"Perform a variety of activities to weatherize homes and make them more energy efficient. Duties include repairing windows, insulating ducts, and performing heating, ventilating, and air-conditioning (HVAC) work. May perform energy audits and advise clients on energy conservation measures.",0.44843964199446856,Physical / Field Protected,0.6116669026665121,0.4223876895309198,0.4713093213044277,0.76898670291513
47-5011.00,"Derrick Operators, Oil and Gas",Rig derrick equipment and operate pumps to circulate mud or fluid through drill hole.,0.42350830917919463,Physical / Field Protected,0.41817420507385367,0.45611235766844027,0.43047875737325847,0.749774568652257
47-5012.00,"Rotary Drill Operators, Oil and Gas","Set up or operate a variety of drills to remove underground oil and gas, or remove core samples for testing during oil and gas exploration.",0.4052769836524387,Physical / Field Protected,0.4714433035401407,0.5267331947346874,0.5326161936077396,0.8444523700573335
47-5013.00,"Service Unit Operators, Oil and Gas","Operate equipment to increase oil flow from producing wells or to remove stuck pipe, casing, tools, or other obstructions from drilling wells. Includes fishing-tool technicians.",0.39603719993143405,Physical / Field Protected,0.46444054448740113,0.5064737151798366,0.608707668764952,0.7780577911765496
47-5022.00,"Excavating and Loading Machine and Dragline Operators, Surface Mining","Operate or tend machinery at surface mining site, equipped with scoops, shovels, or buckets to excavate and load loose materials.",0.3803674934940289,Physical / Field Protected,0.4285639194854345,0.38348512622422837,0.50435191768655,0.7862271540469974
47-5023.00,"Earth Drillers, Except Oil and Gas","Operate a variety of drills such as rotary, churn, and pneumatic to tap subsurface water and salt deposits, to remove core samples during mineral exploration or soil testing, and to facilitate the use of explosives in mining or construction. Includes horizontal and earth boring machine operators.",0.39237134811099256,Physical / Field Protected,0.34324890260071833,0.44815811539731076,0.4890846898053575,0.7328369357487012
47-5032.00,"Explosives Workers, Ordnance Handling Experts, and Blasters","Place and detonate explosives to demolish structures or to loosen, remove, or displace earth, rock, or other materials. May perform specialized handling, storage, and accounting procedures.",0.4907966355666479,Physical / Field Protected,0.6116089754317009,0.6497273550636351,0.46938003775096476,0.8287697504777798
47-5041.00,Continuous Mining Machine Operators,"Operate self-propelled mining machines that rip coal, metal and nonmetal ores, rock, stone, or sand from the mine face and load it onto conveyors, shuttle cars, or trucks in a continuous operation.",0.41481089224372775,Mixed / Transitional,0.2950706068628755,0.43586710433639786,0.4617845839352181,0.6099095582891443
47-5043.00,"Roof Bolters, Mining",Operate machinery to install roof support bolts in underground mine.,0.3883818802373536,Physical / Field Protected,0.3461810218936341,0.39396811707006546,0.4676571217692314,0.7189644962450539
47-5044.00,"Loading and Moving Machine Operators, Underground Mining","Operate underground loading or moving machine to load or move coal, ore, or rock using shuttle or mine car or conveyors. Equipment may include power shovels, hoisting engines equipped with cable-drawn scraper or scoop, or machines equipped with gathering arms and conveyor.",0.3964803793046643,Mixed / Transitional,0.23488993110234813,0.2853254393099068,0.3401846771283505,0.5941091760652472
47-5051.00,"Rock Splitters, Quarry","Separate blocks of rough dimension stone from quarry mass using jackhammers, wedges, or chop saws.",0.37438491040228117,Physical / Field Protected,0.2450415002152604,0.25753975912009835,0.28900772900183885,0.716033888724395
47-5071.00,"Roustabouts, Oil and Gas",Assemble or repair oil field equipment using hand and power tools. Perform other tasks as needed.,0.41177065604109153,Physical / Field Protected,0.46308426052666585,0.35810225271533647,0.4144910926522369,0.759612796425399
47-5081.00,Helpers--Extraction Workers,"Help extraction craft workers, such as earth drillers, blasters and explosives workers, derrick operators, and mining machine operators, by performing duties requiring less skill. Duties include supplying equipment or cleaning work area.",0.37174739247348976,Physical / Field Protected,0.5542538614580786,0.44343077079848914,0.5972539706019561,0.9134410917606525
49-1011.00,"First-Line Supervisors of Mechanics, Installers, and Repairers","Directly supervise and coordinate the activities of mechanics, installers, and repairers. May also advise customers on recommended services. Excludes team or work leaders.",0.5334174593690563,Mixed / Transitional,0.6873642106949408,0.6434636267586249,0.5834161087765656,0.6137418912007752
49-2011.00,"Computer, Automated Teller, and Office Machine Repairers","Repair, maintain, or install computers, word processing systems, automated teller machines, and electronic office machines, such as duplicating and fax machines.",0.5703672443677787,Mixed / Transitional,0.4882443470885485,0.5152458581192799,0.29851984150215727,0.42350138623455624
49-2021.00,"Radio, Cellular, and Tower Equipment Installers and Repairers","Repair, install, or maintain mobile or stationary radio transmitting, broadcasting, and receiving equipment, and two-way radio communications systems used in cellular telecommunications, mobile broadband, ship-to-shore, aircraft-to-ground communications, and radio equipment in service and emergency vehicles. May test and analyze network coverage.",0.48342466093732317,Physical / Field Protected,0.756411329136827,0.5057008271384957,0.5358608221543036,0.7925526903717262
49-2022.00,"Telecommunications Equipment Installers and Repairers, Except Line Installers","Install, set up, rearrange, or remove switching, distribution, routing, and dialing equipment used in central offices or headends. Service or repair telephone, cable television, Internet, and other communications equipment on customers' property. May install communications equipment or communications wiring in buildings.",0.5275873783486019,Mixed / Transitional,0.6933961522013065,0.5830561469551315,0.5122610318388517,0.6538417539231783
49-2091.00,Avionics Technicians,"Install, inspect, test, adjust, or repair avionics equipment, such as radar, radio, navigation, and missile control systems in aircraft or space vehicles.",0.5622974193689547,Mixed / Transitional,0.7670581403498233,0.6031697926392728,0.4905437869929141,0.6304944685203628
49-2092.00,"Electric Motor, Power Tool, and Related Repairers","Repair, maintain, or install electric motors, wiring, or switches.",0.49548519882733943,Physical / Field Protected,0.6441891116822783,0.5203021412067359,0.4523076646534903,0.7302427929261661
49-2093.00,"Electrical and Electronics Installers and Repairers, Transportation Equipment","Install, adjust, or maintain mobile electronics communication equipment, including sound, sonar, security, navigation, and surveillance systems on trains, watercraft, or other mobile equipment.",0.48056040321090454,Physical / Field Protected,0.6165638994612052,0.475214870819417,0.4469422070991933,0.7225949503378105
49-2094.00,"Electrical and Electronics Repairers, Commercial and Industrial Equipment","Repair, test, adjust, or install electronic equipment, such as industrial controls, transmitters, and antennas.",0.5730128458160165,Mixed / Transitional,0.7146497261686641,0.5894917251596786,0.4178294828848736,0.594260585179403
49-2095.00,"Electrical and Electronics Repairers, Powerhouse, Substation, and Relay","Inspect, test, repair, or maintain electrical equipment in generating stations, substations, and in-service relays.",0.5434491311634753,Mixed / Transitional,0.7263267124649397,0.5281348159837945,0.4401136054475477,0.6405513983472853
49-2096.00,"Electronic Equipment Installers and Repairers, Motor Vehicles","Install, diagnose, or repair communications, sound, security, or navigation equipment in motor vehicles.",0.5235227907207255,Physical / Field Protected,0.6588450596650518,0.6033222695304786,0.3918554723878351,0.7762206939247933
49-2097.00,Audiovisual Equipment Installers and Repairers,"Install, repair, or adjust audio or television receivers, stereo systems, camcorders, video systems, or other electronic entertainment equipment in homes or other venues. May perform routine maintenance.",0.5492582795002787,Mixed / Transitional,0.6729499837660713,0.47722456479075637,0.3764678551472446,0.5766735754084681
49-2098.00,Security and Fire Alarm Systems Installers,"Install, program, maintain, and repair security and fire alarm wiring and equipment. Ensure that work is in accordance with relevant codes.",0.49314800510832113,Physical / Field Protected,0.681037984532713,0.5083882429274869,0.4348094970594854,0.7820247099674301
49-3011.00,Aircraft Mechanics and Service Technicians,"Diagnose, adjust, repair, or overhaul aircraft engines and assemblies, such as hydraulic and pneumatic systems.",0.5285455204109724,Physical / Field Protected,0.7517213685702556,0.6874682308816429,0.5285047318803088,0.7965027859277004
49-3021.00,Automotive Body and Related Repairers,Repair and refinish automotive vehicle bodies and straighten vehicle frames.,0.46804003675088035,Mixed / Transitional,0.507383576985295,0.428345847473172,0.4058447209154179,0.6577245565395278
49-3022.00,Automotive Glass Installers and Repairers,Replace or repair broken windshields and window glass in motor vehicles.,0.3852477048792584,Physical / Field Protected,0.27881272053470413,0.2982854394362743,0.22686936570225572,0.809237974751689
49-3023.00,Automotive Service Technicians and Mechanics,"Diagnose, adjust, repair, or overhaul automotive vehicles.",0.5079340606434245,Physical / Field Protected,0.5161066318817197,0.5940861098341227,0.36215343865925026,0.716303060482894
49-3031.00,Bus and Truck Mechanics and Diesel Engine Specialists,"Diagnose, adjust, repair, or overhaul buses and trucks, or maintain and repair any type of diesel engines. Includes mechanics working primarily with automobile or marine diesel engines.",0.4863712562995203,Physical / Field Protected,0.6357846565773156,0.5073683766010288,0.4324799915069515,0.7651880164733116
49-3041.00,Farm Equipment Mechanics and Service Technicians,"Diagnose, adjust, repair, or overhaul farm machinery and vehicles, such as tractors, harvesters, dairy equipment, and irrigation systems.",0.4836621279316336,Physical / Field Protected,0.6237540280882725,0.5095180424961535,0.4435261186813151,0.7550974401765767
49-3042.00,"Mobile Heavy Equipment Mechanics, Except Engines","Diagnose, adjust, repair, or overhaul mobile mechanical, hydraulic, and pneumatic equipment, such as cranes, bulldozers, graders, and conveyors, used in construction, logging, and mining.",0.4853489292812174,Physical / Field Protected,0.670501306580963,0.5166927875590277,0.44665097856016706,0.799147398454954
49-3043.00,Rail Car Repairers,"Diagnose, adjust, repair, or overhaul railroad rolling stock, mine cars, or mass transit rail cars.",0.43941714908946883,Physical / Field Protected,0.4281577136907086,0.447371124126132,0.415900671057092,0.7019595704018733
49-3051.00,Motorboat Mechanics and Service Technicians,Repair and adjust electrical and mechanical equipment of inboard or inboard-outboard boat engines.,0.4858775419572676,Physical / Field Protected,0.49316422871674725,0.5433907119234129,0.32502708822655624,0.7680176845845333
49-3052.00,Motorcycle Mechanics,"Diagnose, adjust, repair, or overhaul motorcycles, scooters, mopeds, dirt bikes, or similar motorized vehicles.",0.49471680181456745,Physical / Field Protected,0.6422775129335068,0.6231059019196399,0.484791489552294,0.8017247180425828
49-3053.00,Outdoor Power Equipment and Other Small Engine Mechanics,"Diagnose, adjust, repair, or overhaul small engines used to power lawn mowers, chain saws, recreational sporting equipment, and related equipment.",0.4911413267264533,Physical / Field Protected,0.6024028360029922,0.4676757406292217,0.376458197184612,0.7290550725417888
49-3091.00,Bicycle Repairers,Repair and service bicycles.,0.40005079334244537,Human-Centered Protected,0.5123892767391401,0.47723205465339474,0.6430721646443786,0.7463459933783747
49-3092.00,Recreational Vehicle Service Technicians,"Diagnose, inspect, adjust, repair, or overhaul recreational vehicles including travel trailers. May specialize in maintaining gas, electrical, hydraulic, plumbing, or chassis/towing systems as well as repairing generators, appliances, and interior components. Includes workers who perform customized van conversions.",0.45571013616596084,Physical / Field Protected,0.4754617372735295,0.4203733227242024,0.38417389139375224,0.6888206239401362
49-3093.00,Tire Repairers and Changers,Repair and replace tires.,0.40308857777034945,Physical / Field Protected,0.4148036981890944,0.36699533030586096,0.44161101172595835,0.7278337056875992
49-9011.00,Mechanical Door Repairers,"Install, service, or repair automatic door mechanisms and hydraulic doors. Includes garage door mechanics.",0.4115612320876133,Physical / Field Protected,0.38053652061851984,0.4424331099804685,0.40785576197774803,0.7688689402707868
49-9012.00,"Control and Valve Installers and Repairers, Except Mechanical Door","Install, repair, and maintain mechanical regulating and controlling devices, such as electric meters, gas regulators, thermostats, safety and flow valves, and other mechanical governors.",0.4836392112340233,Physical / Field Protected,0.6483176786769134,0.5149064865885877,0.5190262608693665,0.7096410594600413
49-9021.00,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers","Install or repair heating, central air conditioning, HVAC, or refrigeration systems, including oil burners, hot-air furnaces, and heating stoves.",0.46789751431691695,Physical / Field Protected,0.5170263161282294,0.5678445731083984,0.4325279585604382,0.7807528734085218
49-9031.00,Home Appliance Repairers,"Repair, adjust, or install all types of electric or gas household appliances, such as refrigerators, washers, dryers, and ovens.",0.4790069170319987,Physical / Field Protected,0.5264806129702654,0.5076660466578823,0.3734149458486227,0.7447040456515303
49-9041.00,Industrial Machinery Mechanics,"Repair, install, adjust, or maintain industrial production and processing machinery or refinery and pipeline distribution systems. May also install, dismantle, or move machinery and heavy equipment according to plans.",0.4932929531016597,Mixed / Transitional,0.5843488478201481,0.496093040269015,0.4405249005862954,0.6667451750962288
49-9043.00,"Maintenance Workers, Machinery","Lubricate machinery, change parts, or perform other routine machinery maintenance.",0.4518804524788242,Mixed / Transitional,0.4938729434043765,0.39538988812899023,0.39943098958663065,0.6823100320314393
49-9044.00,Millwrights,"Install, dismantle, or move machinery and heavy equipment according to layout plans, blueprints, or other drawings.",0.43452554853572545,Physical / Field Protected,0.6200863759434629,0.5068611293228183,0.5261666483686757,0.8626786627547037
49-9045.00,"Refractory Materials Repairers, Except Brickmasons","Build or repair equipment such as furnaces, kilns, cupolas, boilers, converters, ladles, soaking pits, and ovens, using refractory materials.",0.3856283362460031,Physical / Field Protected,0.3324654975377349,0.3733392427757919,0.35634474517204895,0.8069466501574654
49-9051.00,Electrical Power-Line Installers and Repairers,Install or repair cables or wires used in electrical power or distribution systems. May erect poles and light or heavy duty transmission towers.,0.3896720681536703,Physical / Field Protected,0.3296016751698126,0.5399676428686219,0.410898541588056,0.8999825038356974
49-9052.00,Telecommunications Line Installers and Repairers,"Install and repair telecommunications cable, including fiber optics.",0.43554929499563555,Physical / Field Protected,0.6374952978818657,0.4378253286216184,0.5072674803289149,0.825855966192027
49-9061.00,Camera and Photographic Equipment Repairers,"Repair and adjust cameras and photographic equipment, including commercial video and motion picture camera equipment.",0.5718511238663311,Mixed / Transitional,0.4232578562918274,0.46830708260907583,0.2236727042091784,0.38048773922640033
49-9062.00,Medical Equipment Repairers,"Test, adjust, or repair biomedical or electromedical equipment.",0.5418048314522155,Mixed / Transitional,0.6724980083043338,0.5017048151837658,0.39446297333265207,0.6125205243465855
49-9063.00,Musical Instrument Repairers and Tuners,"Repair percussion, stringed, reed, or wind instruments. May specialize in one area, such as piano tuning.",0.5349860033853112,Mixed / Transitional,0.4240430921414912,0.554097581710852,0.20353339418098057,0.6346632661301176
49-9064.00,Watch and Clock Repairers,"Repair, clean, and adjust mechanisms of timing instruments, such as watches and clocks. Includes watchmakers, watch technicians, and mechanical timepiece repairers.",0.5443677397826512,Mixed / Transitional,0.36482643999239084,0.41333526833657447,0.17963209667218383,0.4210586525261769
49-9071.00,"Maintenance and Repair Workers, General","Perform work involving the skills of two or more maintenance or craft occupations to keep machines, mechanical equipment, or the structure of a building in repair. Duties may involve pipe fitting; HVAC maintenance; insulating; welding; machining; carpentry; repairing electrical or mechanical equipment; installing, aligning, and balancing new equipment; and repairing buildings, floors, or stairs.",0.4614499137885376,Physical / Field Protected,0.6264741050957373,0.4937363466898278,0.5140241314003305,0.7603866652310839
49-9081.00,Wind Turbine Service Technicians,"Inspect, diagnose, adjust, or repair wind turbines. Perform maintenance on wind turbine equipment including resolving electrical, mechanical, and hydraulic malfunctions.",0.46826143999444375,Physical / Field Protected,0.7341429558337017,0.560147254069749,0.5314702850310566,0.8897741648946191
49-9091.00,"Coin, Vending, and Amusement Machine Servicers and Repairers","Install, service, adjust, or repair coin, vending, or amusement machines including video games, juke boxes, pinball machines, or slot machines.",0.4996993929561313,Mixed / Transitional,0.48477371905720207,0.34190709295541966,0.24954079987693412,0.5783424403111624
49-9092.00,Commercial Divers,"Work below surface of water, using surface-supplied air or scuba equipment to inspect, repair, remove, or install equipment and structures. May use a variety of power and hand tools, such as drills, sledgehammers, torches, and welding equipment. May conduct tests or experiments, rig explosives, or photograph structures or marine life.",0.41124453702591035,Physical / Field Protected,0.4754374221379298,0.613008723579779,0.5992847993152332,0.8441831982988345
49-9094.00,Locksmiths and Safe Repairers,"Repair and open locks, make keys, change locks and safe combinations, and install and repair safes.",0.4750274150420669,Physical / Field Protected,0.6396575570726293,0.4858316566566148,0.4611437321833554,0.764235821377621
49-9095.00,Manufactured Building and Mobile Home Installers,Move or install mobile homes or prefabricated buildings.,0.38651659380321823,Physical / Field Protected,0.45626493771749527,0.5964917298805121,0.585820060089907,0.9208702322952275
49-9096.00,Riggers,"Set up or repair rigging for construction projects, manufacturing plants, logging yards, ships and shipyards, or for the entertainment industry.",0.4163544921208313,Physical / Field Protected,0.5281297512847688,0.3961752273597396,0.47025076887561895,0.7886362412855642
49-9097.00,Signal and Track Switch Repairers,"Install, inspect, test, maintain, or repair electric gate crossings, signals, signal equipment, track switches, section lines, or intercommunications systems within a railroad system.",0.48298272672942716,Mixed / Transitional,0.4338317220980243,0.4254041820230624,0.34370697830752067,0.5835980188958574
49-9098.00,"Helpers--Installation, Maintenance, and Repair Workers","Help installation, maintenance, and repair workers in maintenance, parts replacement, and repair of vehicles, industrial machinery, and electrical and electronic equipment. Perform duties such as furnishing tools, materials, and supplies to other workers; cleaning work area, machines, and tools; and holding materials or tools for other workers.",0.4123180033612632,Physical / Field Protected,0.4092755805953776,0.4046082599759783,0.41907334902342597,0.7455384781028773
49-9099.01,Geothermal Technicians,"Perform technical activities at power plants or individual installations necessary for the generation of power from geothermal energy sources. Monitor and control operating activities at geothermal power generation facilities and perform maintenance and repairs as necessary. Install, test, and maintain residential and commercial geothermal heat pumps.",0.46798774314113734,Physical / Field Protected,0.6190855220531127,0.5477274148728262,0.5112625996067396,0.7835993647546499
51-1011.00,First-Line Supervisors of Production and Operating Workers,"Directly supervise and coordinate the activities of production and operating workers, such as inspectors, precision workers, machine setters and operators, assemblers, fabricators, and plant and system operators. Excludes team or work leaders.",0.5476444876693648,Mixed / Transitional,0.6734101834648496,0.6501818921355599,0.581632600872454,0.5513815240504966
51-2011.00,"Aircraft Structure, Surfaces, Rigging, and Systems Assemblers","Assemble, fit, fasten, and install parts of airplanes, space vehicles, or missiles, such as tails, wings, fuselage, bulkheads, stabilizers, landing gear, rigging and control equipment, or heating and ventilating systems.",0.49061860918421424,Mixed / Transitional,0.5940441505650408,0.40465526059440754,0.3963061297077788,0.6399188447148125
51-2021.00,"Coil Winders, Tapers, and Finishers","Wind wire coils used in electrical components, such as resistors and transformers, and in electrical equipment and instruments, such as field cores, bobbins, armature cores, electrical motors, generators, and control equipment.",0.4237684877567326,Physical / Field Protected,0.3861933654007063,0.32311537140906343,0.3111716111711195,0.7030631746117197
51-2022.00,Electrical and Electronic Equipment Assemblers,"Assemble or modify electrical or electronic equipment, such as computers, test equipment telemetering systems, electric motors, and batteries.",0.4585601814610871,Mixed / Transitional,0.4673680152985112,0.38864777310116094,0.3793293679576011,0.6424456945977227
